taxon_id	antibiotic	genome_id	genome_name	genome_drug.antibiotic	resistant_phenotype	genome_drug.measurement	measurement_value	genome_drug.measurement_unit	laboratory_typing_method	testing_standard	genome_drug.evidence	Specie	Genus
573	imipenem	573.14339	Klebsiella pneumoniae KPN713ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.5749	Pseudomonas aeruginosa strain AR442	imipenem	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	imipenem	573.13486	Klebsiella pneumoniae KPN1558ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13129	Klebsiella pneumoniae KPN1127ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13739	Klebsiella pneumoniae KPN1876ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14215	Klebsiella pneumoniae KPN530ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.19877	Klebsiella pneumoniae strain AR_0454	imipenem	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7470	Acinetobacter baumannii strain MRSN11756	imipenem	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14180	Klebsiella pneumoniae KPN470ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13658	Klebsiella pneumoniae KPN1763ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.6331	Pseudomonas aeruginosa strain AR_0352	imipenem	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.8097	Acinetobacter baumannii strain MRSN917	imipenem	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14518	Klebsiella pneumoniae KPN952ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13046	Klebsiella pneumoniae KPN1020ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14529	Klebsiella pneumoniae KPN965ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13613	Klebsiella pneumoniae KPN1710ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13276	Klebsiella pneumoniae KPN1312ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14345	Klebsiella pneumoniae KPN719ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8054	Acinetobacter baumannii strain MRSN7805	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14101	Klebsiella pneumoniae KPN378ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.24362	Klebsiella pneumoniae strain MUGSI_159	imipenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13101	Klebsiella pneumoniae KPN1095ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13309	Klebsiella pneumoniae KPN1349ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13103	Klebsiella pneumoniae KPN1097ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13815	Klebsiella pneumoniae KPN1981ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14301	Klebsiella pneumoniae KPN658ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7989	Acinetobacter baumannii strain MRSN7675	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8052	Acinetobacter baumannii strain MRSN7798	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7593	Acinetobacter baumannii strain MRSN7084	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7536	Acinetobacter baumannii strain MRSN15048	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7768	Acinetobacter baumannii strain MRSN7344	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14236	Klebsiella pneumoniae KPN559ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13507	Klebsiella pneumoniae KPN1582ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7700	Acinetobacter baumannii strain MRSN7248	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13118	Klebsiella pneumoniae KPN1116ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13897	Klebsiella pneumoniae KPN2075ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7432	Acinetobacter baumannii strain MRSN11695	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14310	Klebsiella pneumoniae KPN679ec	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.9079	Acinetobacter baumannii strain MRSN30945	imipenem	Susceptible	<=2	2	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
470	imipenem	470.2846	Acinetobacter baumannii strain AR_0035	imipenem	Resistant	>64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7516	Acinetobacter baumannii strain MRSN11826	imipenem	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14007	Klebsiella pneumoniae KPN269ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7872	Acinetobacter baumannii strain MRSN7482	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13558	Klebsiella pneumoniae KPN164ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.5748	Pseudomonas aeruginosa strain AR439	imipenem	Resistant	>64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.8093	Acinetobacter baumannii strain MRSN909	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	imipenem	562.42829	Escherichia coli strain MUGSI_151	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	imipenem	470.7417	Acinetobacter baumannii strain MRSN11650	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7995	Acinetobacter baumannii strain MRSN7684	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.9067	Acinetobacter baumannii strain MRSN3360	imipenem	Resistant	>=8	8	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13646	Klebsiella pneumoniae KPN1749ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13171	Klebsiella pneumoniae KPN1178ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.12779	Klebsiella pneumoniae strain AR_0139	imipenem	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7583	Acinetobacter baumannii strain MRSN3843	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7573	Acinetobacter baumannii strain MRSN2024	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14486	Klebsiella pneumoniae KPN912ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13481	Klebsiella pneumoniae KPN1551ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14322	Klebsiella pneumoniae KPN692ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.9118	Acinetobacter baumannii strain MRSN11663	imipenem	Resistant	>=8	8	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13493	Klebsiella pneumoniae KPN1565ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13657	Klebsiella pneumoniae KPN1761ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13675	Klebsiella pneumoniae KPN1782ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.19823	Escherichia coli strain AR_0128	imipenem	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	imipenem	470.7571	Acinetobacter baumannii strain MRSN2009	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14202	Klebsiella pneumoniae KPN513ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13063	Klebsiella pneumoniae KPN1041ec	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7365	Acinetobacter baumannii strain BL16	imipenem	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14176	Klebsiella pneumoniae KPN465ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13882	Klebsiella pneumoniae KPN2058ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7981	Acinetobacter baumannii strain MRSN7667	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14362	Klebsiella pneumoniae KPN740ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.9723	Klebsiella pneumoniae strain AR_0115	imipenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13472	Klebsiella pneumoniae KPN1543ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.16466	Escherichia coli strain 5CRE51	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	imipenem	573.14287	Klebsiella pneumoniae KPN620ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13572	Klebsiella pneumoniae KPN1666ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13187	Klebsiella pneumoniae KPN1195ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13571	Klebsiella pneumoniae KPN1665ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13774	Klebsiella pneumoniae KPN1920ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13787	Klebsiella pneumoniae KPN1936ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13865	Klebsiella pneumoniae KPN2039ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7640	Acinetobacter baumannii strain MRSN7157	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14459	Klebsiella pneumoniae KPN877ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7886	Acinetobacter baumannii strain MRSN7500	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13580	Klebsiella pneumoniae KPN1676ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7953	Acinetobacter baumannii strain MRSN7612	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13509	Klebsiella pneumoniae KPN1584ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13077	Klebsiella pneumoniae KPN1060ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7987	Acinetobacter baumannii strain MRSN7673	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7909	Acinetobacter baumannii strain MRSN7543	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7820	Acinetobacter baumannii strain MRSN7405	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14123	Klebsiella pneumoniae KPN402ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13976	Klebsiella pneumoniae KPN231ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13297	Klebsiella pneumoniae KPN1336ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.17943	Klebsiella pneumoniae strain AR_0142	imipenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.6329	Pseudomonas aeruginosa strain AR_0449	imipenem	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	imipenem	573.13807	Klebsiella pneumoniae KPN1968ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14500	Klebsiella pneumoniae KPN928ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7526	Acinetobacter baumannii strain MRSN1461	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7705	Acinetobacter baumannii strain MRSN7253	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13712	Klebsiella pneumoniae KPN184ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14257	Klebsiella pneumoniae KPN583ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7711	Acinetobacter baumannii strain MRSN7259	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7963	Acinetobacter baumannii strain MRSN7637	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7754	Acinetobacter baumannii strain MRSN7321	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13970	Klebsiella pneumoniae KPN223ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13611	Klebsiella pneumoniae KPN1708ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7775	Acinetobacter baumannii strain MRSN7351	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7608	Acinetobacter baumannii strain MRSN7116	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7722	Acinetobacter baumannii strain MRSN7277	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13630	Klebsiella pneumoniae KPN1728ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14521	Klebsiella pneumoniae KPN954ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7361	Acinetobacter baumannii strain BL12	imipenem	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13696	Klebsiella pneumoniae KPN1831ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7672	Acinetobacter baumannii strain MRSN7212	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14446	Klebsiella pneumoniae KPN858ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.9102	Acinetobacter baumannii strain MRSN30896	imipenem	Susceptible	<=2	2	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7500	Acinetobacter baumannii strain MRSN11801	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.15217	Klebsiella pneumoniae strain AR_0112	imipenem	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13123	Klebsiella pneumoniae KPN1121ec	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7721	Acinetobacter baumannii strain MRSN7274	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.2843	Acinetobacter baumannii strain AR_0036	imipenem	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.9111	Acinetobacter baumannii strain MRSN1196	imipenem	Susceptible	<=2	2	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7493	Acinetobacter baumannii strain MRSN11788	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7496	Acinetobacter baumannii strain MRSN11793	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13912	Klebsiella pneumoniae KPN208ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7801	Acinetobacter baumannii strain MRSN7381	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13642	Klebsiella pneumoniae KPN1744ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13514	Klebsiella pneumoniae KPN1590ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13226	Klebsiella pneumoniae KPN1245ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14526	Klebsiella pneumoniae KPN960ec	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7933	Acinetobacter baumannii strain MRSN7578	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7723	Acinetobacter baumannii strain MRSN7278	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14461	Klebsiella pneumoniae KPN879ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13087	Klebsiella pneumoniae KPN1074ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14273	Klebsiella pneumoniae KPN604ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.12959	Escherichia coli strain AR_0001	imipenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	imipenem	287.7778	Pseudomonas aeruginosa strain MRSN6695	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.1550	Acinetobacter baumannii strain MRSN16901	imipenem	Susceptible	==2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13667	Klebsiella pneumoniae KPN1772ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.28435	Escherichia coli strain AR_0369	imipenem	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	imipenem	573.13242	Klebsiella pneumoniae KPN1263ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7733	Acinetobacter baumannii strain MRSN7291	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14540	Klebsiella pneumoniae KPN982ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14481	Klebsiella pneumoniae KPN906ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8079	Acinetobacter baumannii strain MRSN888	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.20059	Klebsiella pneumoniae strain AR_0076	imipenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.29139	Escherichia coli strain AR_0081	imipenem	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	imipenem	470.7710	Acinetobacter baumannii strain MRSN7258	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14532	Klebsiella pneumoniae KPN968ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7838	Acinetobacter baumannii strain MRSN7424	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13804	Klebsiella pneumoniae KPN1958ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
72407	imipenem	72407.1437	Klebsiella pneumoniae subsp. pneumoniae strain C2	imipenem	Resistant	==256	256	mg/L	MIC	CLSI		Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14471	Klebsiella pneumoniae KPN892ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7904	Acinetobacter baumannii strain MRSN7526	imipenem	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14139	Klebsiella pneumoniae KPN419ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
